proj_hva,delta_ori_cvt_monet_full.trend,std.error,df,coef_ci_low,coef_ci_high,z,p,variable_name,quantity_name,p_adj
V1->V1,-0.002238319972655791,0.00026958276138653724,inf,-0.002766692475826259,-0.0017099474694853229,-8.302904685535173,1.0159638043876748e-16,DELTA_ORI_CVT_MONET_FULL,LD_DENSITY_CONTROL,4.063855217550699e-16
HVA->HVA,-0.00036444519190220276,0.000313745509522198,inf,-0.0009793750908768794,0.0002504847070724738,-1.161594925955164,0.24540004412293967,DELTA_ORI_CVT_MONET_FULL,LD_DENSITY_CONTROL,0.257051306414691
V1->HVA,-0.0039155666349730755,0.0007004847305814487,inf,-0.005288491478632957,-0.0025426417913131934,-5.589795842834285,2.2733673694487404e-08,DELTA_ORI_CVT_MONET_FULL,LD_DENSITY_CONTROL,4.546734738897481e-08
HVA->V1,0.000399684545517297,0.00035264579112936927,inf,-0.00029148850439590103,0.001090857595430495,1.1333881066247333,0.257051306414691,DELTA_ORI_CVT_MONET_FULL,LD_DENSITY_CONTROL,0.257051306414691
