proj_hva,readout_location_distance_sta.trend,std.error,df,coef_ci_low,coef_ci_high,z,p,variable_name,quantity_name,p_adj
V1->V1,-0.00013875916730180502,0.0027878366595926176,inf,-0.005602818614883784,0.005325300280280175,-0.04977306214277335,0.9603032333638949,READOUT_LOCATION_DISTANCE_STA,SYNAPSE_DENSITY,0.9603032333638949
HVA->HVA,0.006477383257300227,0.001813108060190108,inf,0.0029237567592483357,0.010031009755352118,3.5725301759571133,0.00035354872819683375,READOUT_LOCATION_DISTANCE_STA,SYNAPSE_DENSITY,0.0007070974563936675
V1->HVA,-0.0003202503923678206,0.004364710253345634,inf,-0.008874925291877956,0.008234424507142317,-0.07337265792668425,0.941509574749049,READOUT_LOCATION_DISTANCE_STA,SYNAPSE_DENSITY,0.9603032333638949
HVA->V1,-0.018335699662025903,0.003721772801928054,inf,-0.02563024031244561,-0.011041159011606195,-4.926603701474509,8.367121431917819e-07,READOUT_LOCATION_DISTANCE_STA,SYNAPSE_DENSITY,3.3468485727671276e-06
