0
0.15327619597395925
1.0
True
False
59039.17738987035
59039.178162485434
59132.405954045484
0.38920453476043554
0.1343729875545681
0.29438955062869154
0.1941013989900236
1.0
-0.12534467082121847
0.00204423505299575
READOUT_SIMILARITY_CVT
SYNAPSE_DENSITY
