contrast,coef_diff,z,p,variable_name,quantity_name,p_adj
(V1->V1) - (HVA->HVA),-0.01178608675123922,-17.057142182714113,3.0932209939468225e-65,READOUT_LOCATION_DISTANCE_STA,LD_DENSITY_CONTROL,3.711865192736187e-65
(V1->V1) - (V1->HVA),-0.030070543350706056,-26.05260806036106,1.256849653875555e-149,READOUT_LOCATION_DISTANCE_STA,LD_DENSITY_CONTROL,2.51369930775111e-149
(V1->V1) - (HVA->V1),-0.03926042972972715,-46.05097093259472,0.0,READOUT_LOCATION_DISTANCE_STA,LD_DENSITY_CONTROL,0.0
(HVA->HVA) - (V1->HVA),-0.018284456599466835,-17.254798120174254,1.0298101052628244e-66,READOUT_LOCATION_DISTANCE_STA,LD_DENSITY_CONTROL,1.5447151578942366e-66
(HVA->HVA) - (HVA->V1),-0.027474342978487932,-38.1910912434083,0.0,READOUT_LOCATION_DISTANCE_STA,LD_DENSITY_CONTROL,0.0
(V1->HVA) - (HVA->V1),-0.009189886379021099,-7.845364262751582,4.316985598938656e-15,READOUT_LOCATION_DISTANCE_STA,LD_DENSITY_CONTROL,4.316985598938656e-15
