0
0.0
0.008
True
False
-234417.76561562624
-234417.75859082353
-233829.501344537
0.5222581788426754
0.30013231164427306
0.31738265802821414
0.019833783499745877
0.20619877162177874
READOUT_LOCATION_DISTANCE_STA
LD_DENSITY_CONTROL
