contrast,coef_diff,z,p,variable_name,quantity_name,p_adj
(V1L2/3->HVAL5) - (HVAL5->HVAL4),-0.0013155694728501223,-0.9184057162083751,0.35840649919665596,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.48257882962699344
(V1L2/3->HVAL5) - (HVAL5->HVAL5),-0.0023240619539296663,-1.713535396560939,0.08661408718345057,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.15756392455712817
(HVAL2/3->V1L2/3) - (HVAL2/3->V1L4),0.0008032880741107605,0.9186980878333204,0.3582535102721836,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.48257882962699344
(HVAL2/3->V1L2/3) - (HVAL2/3->V1L5),0.0008277301628305486,1.2298817689348012,0.21874138215656533,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.3369799671060601
(HVAL2/3->V1L2/3) - (HVAL2/3->HVAL2/3),0.0019151418132162625,3.063670201416959,0.002186397947547231,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.010385390250849348
(HVAL2/3->V1L2/3) - (HVAL2/3->HVAL4),0.002518142480154937,3.6028419476608415,0.00031475692958262194,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.0020701321137933985
(HVAL2/3->V1L2/3) - (HVAL2/3->HVAL5),0.002156311384150232,3.292926287270017,0.000991504656350407,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.005469267620513535
(HVAL2/3->V1L2/3) - (HVAL4->HVAL2/3),0.002576175016254317,2.998876369488378,0.002709772386464821,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.011881309694499602
(HVAL2/3->V1L2/3) - (HVAL4->HVAL4),0.003379367908238824,3.7115626637929395,0.00020598365825756317,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.0014676335650851376
(HVAL2/3->V1L2/3) - (HVAL4->HVAL5),-0.00032305235039704964,-0.34226720131246446,0.7321498161879245,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7874064060889
(HVAL2/3->V1L2/3) - (HVAL5->V1L5),0.00019025527756378512,0.1937589828747037,0.8463646052193075,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.8855066517112323
(HVAL2/3->V1L2/3) - (HVAL5->HVAL2/3),0.0003941006782671137,0.5092781220827145,0.6105572908013457,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.7054411941015548
(HVAL2/3->V1L2/3) - (HVAL5->HVAL4),0.002913584183392082,3.0926543248968805,0.001983750591480778,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.009692038604091801
(HVAL2/3->V1L2/3) - (HVAL5->HVAL5),0.001905091702312539,2.318501397818389,0.020422087080517324,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.05135554251130092
(HVAL2/3->V1L4) - (HVAL2/3->V1L5),2.4442088719788085e-05,0.02724628505638035,0.9782632992572551,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.989840379721838
(HVAL2/3->V1L4) - (HVAL2/3->HVAL2/3),0.001111853739105502,1.2902662302912553,0.19695823761823505,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.30898952874053387
(HVAL2/3->V1L4) - (HVAL2/3->HVAL4),0.0017148544060441768,1.8707128086891607,0.0613848984737952,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.11663130710021088
(HVAL2/3->V1L4) - (HVAL2/3->HVAL5),0.0013530233100394718,1.5314043298989004,0.12566949464243354,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.20863576295005956
(HVAL2/3->V1L4) - (HVAL4->HVAL2/3),0.0017728869421435559,1.6983026783464168,0.0894506494861676,DELTA_ORI_IV,LD_DENSITY_CONTROL,0.16101116907510168
