proj_hva,in_silico_sig_corr_cvt.trend,std.error,df,coef_ci_low,coef_ci_high,z,p,variable_name,quantity_name,p_adj
V1->V1,2.297152152254257,0.1539205984060399,inf,1.9954733228995654,2.5988309816089483,14.924267291336855,2.291386942124381e-50,IN_SILICO_SIG_CORR_CVT,SYNAPSE_DENSITY,9.165547768497525e-50
HVA->HVA,1.0433766095603911,0.1494049606376846,inf,0.750548267598905,1.3362049515218772,6.983547300619006,2.8781848051977793e-12,IN_SILICO_SIG_CORR_CVT,SYNAPSE_DENSITY,3.8375797402637055e-12
V1->HVA,1.985428388093108,0.4033822585132735,inf,1.1948136894046666,2.7760430867815495,4.921952679353588,8.56849352599193e-07,IN_SILICO_SIG_CORR_CVT,SYNAPSE_DENSITY,8.56849352599193e-07
HVA->V1,1.6027284129293315,0.2258988856511937,inf,1.15997473290526,2.045482092953403,7.094892957568967,1.2945164236350918e-12,IN_SILICO_SIG_CORR_CVT,SYNAPSE_DENSITY,2.5890328472701836e-12
