proj_hva,readout_similarity_cvt.trend,std.error,df,coef_ci_low,coef_ci_high,z,p,variable_name,quantity_name,p_adj
V1->V1,0.9473599385772813,0.043017037052327727,inf,0.8630480952330939,1.0316717819214687,22.022900773590543,1.7377656868222948e-107,READOUT_SIMILARITY_CVT,LD_DENSITY_CONTROL,3.4755313736445895e-107
HVA->HVA,1.7021837219113576,0.03923998859052846,inf,1.6252747575201592,1.779092686302556,43.37880267177808,0.0,READOUT_SIMILARITY_CVT,LD_DENSITY_CONTROL,0.0
V1->HVA,0.7012878744452942,0.11276695696121943,inf,0.4802687001551258,0.9223070487354625,6.218912821124252,5.006113365440252e-10,READOUT_SIMILARITY_CVT,LD_DENSITY_CONTROL,5.006113365440252e-10
HVA->V1,1.1093822642087945,0.05383583627113658,inf,1.0038659640397718,1.2148985643778172,20.606761983254934,2.386736998410443e-94,READOUT_SIMILARITY_CVT,LD_DENSITY_CONTROL,3.182315997880591e-94
