0
0.0
0.04
True
False
-147169.7582227335
-147169.75802086407
-147036.83589783162
0.5438819639078133
0.28998471914258517
0.357594056931594
0.016375434926566037
0.23936058766185922
READOUT_SIMILARITY_CVT
LD_DENSITY_CONTROL
